Date,Departments and Agencies,Tenure,Employees
201109,Offices of the information and Privacy Commissioners of Canada,Indeterminate,224
201109,Offices of the information and Privacy Commissioners of Canada,Student,8
201109,Offices of the information and Privacy Commissioners of Canada,Term,13
201109,Parks Canada,Indeterminate,4051
201109,Parks Canada,Student,598
201109,Parks Canada,Term,1048
201109,Parole Board of Canada,Casual,19
201109,Parole Board of Canada,Indeterminate,334
201109,Parole Board of Canada,Student,5
201109,Parole Board of Canada,Term,64
201109,Passport Canada,Casual,38
201109,Passport Canada,Indeterminate,2158
201109,Passport Canada,Student,74
201109,Passport Canada,Term,237
201109,Patented Medicine Prices Review Board Canada,Casual,1
201109,Patented Medicine Prices Review Board Canada,Indeterminate,57
201109,Patented Medicine Prices Review Board Canada,Student,1
201109,Patented Medicine Prices Review Board Canada,Term,4
201109,Privy Council Office,Casual,31
201109,Privy Council Office,Indeterminate,819
201109,Privy Council Office,Student,19
201109,Privy Council Office,Term,29
201109,Public Health Agency of Canada,Casual,108
201109,Public Health Agency of Canada,Indeterminate,2384
201109,Public Health Agency of Canada,Student,52
201109,Public Health Agency of Canada,Term,208
201109,Public Prosecution Service of Canada,Casual,13
201109,Public Prosecution Service of Canada,Indeterminate,830
201109,Public Prosecution Service of Canada,Student,6
201109,Public Prosecution Service of Canada,Term,53
201109,Public Safety Canada,Casual,41
201109,Public Safety Canada,Indeterminate,1002
201109,Public Safety Canada,Student,19
201109,Public Safety Canada,Term,32
201109,Public Servants Disclosure Protection Tribunal Canada,Casual,1
201109,Public Servants Disclosure Protection Tribunal Canada,Indeterminate,6
201109,Public Service Commission of Canada,Casual,33
201109,Public Service Commission of Canada,Indeterminate,880
201109,Public Service Commission of Canada,Student,23
201109,Public Service Commission of Canada,Term,29
201109,Public Service Labour Relations Board,Casual,2
201109,Public Service Labour Relations Board,Indeterminate,72
201109,Public Service Labour Relations Board,Student,6
201109,Public Service Labour Relations Board,Term,10
201109,Public Service Staffing Tribunal,Casual,1
201109,Public Service Staffing Tribunal,Indeterminate,24
201109,Public Service Staffing Tribunal,Term,10
201109,Public Services and Procurement Canada,Casual,219
201109,Public Services and Procurement Canada,Indeterminate,12921
201109,Public Services and Procurement Canada,Student,130
201109,Public Services and Procurement Canada,Term,342
201109,RCMP External Review Committee,Indeterminate,4
201109,Registrar of the Supreme Court of Canada,Casual,8
201109,Registrar of the Supreme Court of Canada,Indeterminate,161
201109,Registrar of the Supreme Court of Canada,Student,18
201109,Registrar of the Supreme Court of Canada,Term,39
201109,Registry of the Specific Claims Tribunal of Canada,Casual,1
201109,Registry of the Specific Claims Tribunal of Canada,Indeterminate,8
201109,Registry of the Specific Claims Tribunal of Canada,Student,2
201109,Royal Canadian Mounted Police (Civilian Staff),Casual,96
201109,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5666
201109,Royal Canadian Mounted Police (Civilian Staff),Student,41
201109,Royal Canadian Mounted Police (Civilian Staff),Term,309
201109,Science and Engineering Research Canada,Indeterminate,352
201109,Science and Engineering Research Canada,Student,11
201109,Science and Engineering Research Canada,Term,44
201109,Security Intelligence Review Committee,Casual,1
201109,Security Intelligence Review Committee,Indeterminate,17
201109,Social Sciences and Humanities Research Council of Canada,Indeterminate,176
201109,Social Sciences and Humanities Research Council of Canada,Term,20
201109,Statistical Survey Operations,Indeterminate,631
201109,Statistical Survey Operations,Term,1131
201109,Statistics Canada,Casual,97
201109,Statistics Canada,Indeterminate,5104
201109,Statistics Canada,Student,141
201109,Statistics Canada,Term,1246
201109,Status of Women Canada,Casual,3
201109,Status of Women Canada,Indeterminate,73
201109,Status of Women Canada,Student,4
201109,Status of Women Canada,Term,10
201109,The Correctional Investigator Canada,Indeterminate,24
201109,The Correctional Investigator Canada,Student,1
201109,The Correctional Investigator Canada,Term,1
201109,Transport Canada,Casual,69
201109,Transport Canada,Indeterminate,5028
201109,Transport Canada,Student,66
201109,Transport Canada,Term,196
201109,Transportation Appeal Tribunal of Canada,Casual,1
201109,Transportation Appeal Tribunal of Canada,Indeterminate,4
201109,Transportation Appeal Tribunal of Canada,Term,1
201109,Transportation Safety Board of Canada,Casual,5
201109,Transportation Safety Board of Canada,Indeterminate,205
201109,Transportation Safety Board of Canada,Term,4
201109,Treasury Board of Canada Secretariat,Casual,49
201109,Treasury Board of Canada Secretariat,Indeterminate,1947
201109,Treasury Board of Canada Secretariat,Student,38
201109,Treasury Board of Canada Secretariat,Term,57
201109,Veterans Affairs Canada,Casual,105
201109,Veterans Affairs Canada,Indeterminate,3514
201109,Veterans Affairs Canada,Student,86
201109,Veterans Affairs Canada,Term,233
201109,Western Economic Diversification Canada,Casual,9
201109,Western Economic Diversification Canada,Indeterminate,366
201109,Western Economic Diversification Canada,Student,14
201109,Western Economic Diversification Canada,Term,38
201112,Agriculture and Agri-Food Canada,Casual,166
201112,Agriculture and Agri-Food Canada,Indeterminate,5813
201112,Agriculture and Agri-Food Canada,Student,484
201112,Agriculture and Agri-Food Canada,Term,212
201112,Assisted Human Reproduction Canada,Indeterminate,12
201112,Assisted Human Reproduction Canada,Student,1
201112,Assisted Human Reproduction Canada,Term,2
201112,Atlantic Canada Opportunities Agency,Casual,5
201112,Atlantic Canada Opportunities Agency,Indeterminate,664
201112,Atlantic Canada Opportunities Agency,Student,26
201112,Atlantic Canada Opportunities Agency,Term,16
201112,Canada Border Services Agency,Casual,162
201112,Canada Border Services Agency,Indeterminate,13905
201112,Canada Border Services Agency,Student,419
201112,Canada Border Services Agency,Term,264
201112,Canada Industrial Relations Board,Casual,1
201112,Canada Industrial Relations Board,Indeterminate,80
201112,Canada Industrial Relations Board,Term,10
201112,Canada Revenue Agency,Casual,1
201112,Canada Revenue Agency,Indeterminate,33139
201112,Canada Revenue Agency,Student,408
201112,Canada Revenue Agency,Term,5781
201112,Canada School of Public Service,Casual,92
201112,Canada School of Public Service,Indeterminate,714
201112,Canada School of Public Service,Student,16
201112,Canada School of Public Service,Term,147
201112,Canadian Artists and Producers Professional Relations Tribunal,Indeterminate,6
201112,Canadian Artists and Producers Professional Relations Tribunal,Term,4
201112,Canadian Dairy Commission,Casual,1
201112,Canadian Dairy Commission,Indeterminate,57
201112,Canadian Dairy Commission,Term,5
201112,Canadian Environmental Assessment Agency,Casual,7
201112,Canadian Environmental Assessment Agency,Indeterminate,212
201112,Canadian Environmental Assessment Agency,Student,4
201112,Canadian Environmental Assessment Agency,Term,14
201112,Canadian Food Inspection Agency,Indeterminate,5970
201112,Canadian Food Inspection Agency,Student,55
201112,Canadian Food Inspection Agency,Term,612
201112,Canadian Grain Commission,Casual,15
201112,Canadian Grain Commission,Indeterminate,586
201112,Canadian Grain Commission,Student,2
201112,Canadian Grain Commission,Term,91
201112,Canadian Heritage,Casual,78
201112,Canadian Heritage,Indeterminate,1782
201112,Canadian Heritage,Student,50
201112,Canadian Heritage,Term,64
201112,Canadian Human Rights Commission,Casual,5
201112,Canadian Human Rights Commission,Indeterminate,177
201112,Canadian Human Rights Commission,Student,10
201112,Canadian Human Rights Commission,Term,11
201112,Canadian Institutes of Health Research,Indeterminate,417
201112,Canadian Institutes of Health Research,Term,21
201112,Canadian Intergovernmental Conference Secretariat,Indeterminate,22
201112,Canadian International Trade Tribunal,Casual,1
201112,Canadian International Trade Tribunal,Indeterminate,71
201112,Canadian International Trade Tribunal,Student,2
201112,Canadian International Trade Tribunal,Term,8
201112,Canadian Nuclear Safety Commission,Indeterminate,821
201112,Canadian Nuclear Safety Commission,Term,38
201112,Canadian Polar Commission,Student,4
201112,Canadian Polar Commission,Term,1
201112,Canadian Radio-television and Telecommunications Commission,Casual,20
201112,Canadian Radio-television and Telecommunications Commission,Indeterminate,391
201112,Canadian Radio-television and Telecommunications Commission,Student,5
201112,Canadian Radio-television and Telecommunications Commission,Term,25
201112,Canadian Space Agency,Casual,9
201112,Canadian Space Agency,Indeterminate,656
201112,Canadian Space Agency,Student,53
201112,Canadian Space Agency,Term,31
201112,Canadian Transportation Agency,Casual,2
201112,Canadian Transportation Agency,Indeterminate,225
201112,Canadian Transportation Agency,Student,8
201112,Canadian Transportation Agency,Term,12
201112,Civilian Review and Complaints Commission for the RCMP,Indeterminate,42
201112,Civilian Review and Complaints Commission for the RCMP,Student,6
201112,Civilian Review and Complaints Commission for the RCMP,Term,3
201112,Communications Security Establishment,Indeterminate,1805
201112,Communications Security Establishment,Term,98
201112,Competition Bureau Canada,Indeterminate,8
201112,Copyright Board Canada,Indeterminate,10
201112,Copyright Board Canada,Term,2
201112,Correctional Service Canada,Casual,331
201112,Correctional Service Canada,Indeterminate,17762
201112,Correctional Service Canada,Student,111
201112,Correctional Service Canada,Term,636
201112,Courts Administration Service,Casual,10
201112,Courts Administration Service,Indeterminate,536
201112,Courts Administration Service,Student,14
201112,Courts Administration Service,Term,71
201112,Department of Finance Canada,Casual,5
201112,Department of Finance Canada,Indeterminate,755
201112,Department of Finance Canada,Student,8
201112,Department of Finance Canada,Term,10
201112,Department of Justice Canada,Casual,75
201112,Department of Justice Canada,Indeterminate,4659
201112,Department of Justice Canada,Student,24
201112,Department of Justice Canada,Term,362
201112,Economic Development Agency of Canada for the Regions of Quebec,Casual,24
201112,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,353
201112,Economic Development Agency of Canada for the Regions of Quebec,Student,18
201112,Economic Development Agency of Canada for the Regions of Quebec,Term,36
201112,Elections Canada,Casual,23
201112,Elections Canada,Indeterminate,367
201112,Elections Canada,Student,21
201112,Elections Canada,Term,139
201112,Employment and Social Development Canada,Casual,213
201112,Employment and Social Development Canada,Indeterminate,20451
201112,Employment and Social Development Canada,Student,512
201112,Employment and Social Development Canada,Term,1650
201112,Environment and Climate Change Canada,Casual,44
201112,Environment and Climate Change Canada,Indeterminate,6064
201112,Environment and Climate Change Canada,Student,358
201112,Environment and Climate Change Canada,Term,190
201112,Farm Products Council of Canada,Indeterminate,16
201112,Federal Economic Development Agency for Southern Ontario,Casual,12
201112,Federal Economic Development Agency for Southern Ontario,Indeterminate,181
201112,Federal Economic Development Agency for Southern Ontario,Student,1
201112,Federal Economic Development Agency for Southern Ontario,Term,10
201112,Federal Judges not part of any department,Indeterminate,1112
201112,Federal Judges not part of any department,Term,2
201112,Financial Consumer Agency of Canada,Casual,4
201112,Financial Consumer Agency of Canada,Indeterminate,52
201112,Financial Consumer Agency of Canada,Student,1
201112,Financial Consumer Agency of Canada,Term,3
201112,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,315
201112,Financial Transactions and Reports Analysis Centre of Canada,Student,6
201112,Financial Transactions and Reports Analysis Centre of Canada,Term,36
201112,Fisheries and Oceans Canada,Casual,359
201112,Fisheries and Oceans Canada,Indeterminate,9526
201112,Fisheries and Oceans Canada,Student,84
201112,Fisheries and Oceans Canada,Term,863
201112,Global Affairs Canada,Casual,122
201112,Global Affairs Canada,Indeterminate,6259
201112,Global Affairs Canada,Student,165
201112,Global Affairs Canada,Term,196
201112,Hazardous Materials Information Review Commission Canada,Casual,5
201112,Hazardous Materials Information Review Commission Canada,Indeterminate,35
201112,Hazardous Materials Information Review Commission Canada,Student,1
201112,Hazardous Materials Information Review Commission Canada,Term,3
201112,Health Canada,Casual,368
201112,Health Canada,Indeterminate,9406
201112,Health Canada,Student,143
201112,Health Canada,Term,588
201112,Human Rights Tribunal of Canada,Indeterminate,19
201112,Human Rights Tribunal of Canada,Student,1
201112,Human Rights Tribunal of Canada,Term,2
201112,Immigration and Refugee Board of Canada,Casual,41
201112,Immigration and Refugee Board of Canada,Indeterminate,847
201112,Immigration and Refugee Board of Canada,Student,10
201112,Immigration and Refugee Board of Canada,Term,167
201112,"Immigration, Refugees and Citizenship Canada",Casual,229
201112,"Immigration, Refugees and Citizenship Canada",Indeterminate,4046
201112,"Immigration, Refugees and Citizenship Canada",Student,89
201112,"Immigration, Refugees and Citizenship Canada",Term,536
201112,Indian Oil and Gas Canada,Casual,1
201112,Indian Oil and Gas Canada,Indeterminate,72
201112,Indian Oil and Gas Canada,Term,6
201112,Indian Residential Schools Truth and Reconciliation Commission,Casual,4
201112,Indian Residential Schools Truth and Reconciliation Commission,Indeterminate,18
201112,Indian Residential Schools Truth and Reconciliation Commission,Student,1
201112,Indian Residential Schools Truth and Reconciliation Commission,Term,28
201112,Indigenous and Northern Affairs Canada,Casual,124
201112,Indigenous and Northern Affairs Canada,Indeterminate,4706
201112,Indigenous and Northern Affairs Canada,Student,160
201112,Indigenous and Northern Affairs Canada,Term,397
201112,Infrastructure Canada,Casual,6
201112,Infrastructure Canada,Indeterminate,332
201112,Infrastructure Canada,Student,12
201112,Infrastructure Canada,Term,10
201112,"Innovation, Science and Economic Development Canada",Casual,50
201112,"Innovation, Science and Economic Development Canada",Indeterminate,5031
201112,"Innovation, Science and Economic Development Canada",Student,60
201112,"Innovation, Science and Economic Development Canada",Term,164
201112,International Joint Commission,Indeterminate,23
201112,International Joint Commission,Student,3
201112,International Joint Commission,Term,3
201112,Library and Archives Canada,Casual,38
201112,Library and Archives Canada,Indeterminate,1011
201112,Library and Archives Canada,Student,11
201112,Library and Archives Canada,Term,84
201112,Military Grievances External Review Committee,Casual,1
201112,Military Grievances External Review Committee,Indeterminate,35
201112,Military Grievances External Review Committee,Student,1
201112,Military Grievances External Review Committee,Term,1
201112,Military Police Complaints Commission of Canada,Casual,1
201112,Military Police Complaints Commission of Canada,Indeterminate,13
201112,Military Police Complaints Commission of Canada,Term,1
201112,National Defence,Casual,513
201112,National Defence,Indeterminate,24910
201112,National Defence,Student,345
201112,National Defence,Term,1310
201112,National Energy Board,Casual,4
201112,National Energy Board,Indeterminate,378
201112,National Energy Board,Student,2
201112,National Energy Board,Term,17
201112,National Film Board,Indeterminate,350
201112,National Film Board,Term,66
201112,National Research Council Canada,Indeterminate,3325
201112,National Research Council Canada,Student,49
201112,National Research Council Canada,Term,648
201112,National Round Table on the Environment and the Economy,Indeterminate,28
201112,National Round Table on the Environment and the Economy,Term,4
201112,Natural Resources Canada,Casual,103
201112,Natural Resources Canada,Indeterminate,4218
201112,Natural Resources Canada,Student,92
201112,Natural Resources Canada,Term,186
201112,Office of the Auditor General of Canada,Casual,1
201112,Office of the Auditor General of Canada,Indeterminate,596
201112,Office of the Auditor General of Canada,Student,9
201112,Office of the Auditor General of Canada,Term,60
201112,Office of the Commissioner for Federal Judicial Affairs Canada,Casual,3
201112,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,61
201112,Office of the Commissioner for Federal Judicial Affairs Canada,Student,3
201112,Office of the Commissioner for Federal Judicial Affairs Canada,Term,3
201112,Office of the Commissioner of Lobbying of Canada,Indeterminate,24
201112,Office of the Commissioner of Official Languages,Casual,5
201112,Office of the Commissioner of Official Languages,Indeterminate,154
201112,Office of the Commissioner of Official Languages,Student,1
201112,Office of the Commissioner of Official Languages,Term,3
201112,Office of the Governor General's Secretary,Casual,6
201112,Office of the Governor General's Secretary,Indeterminate,144
201112,Office of the Governor General's Secretary,Student,5
201112,Office of the Governor General's Secretary,Term,12
201112,Office of the Public Sector Integrity Commissioner of Canada,Casual,3
201112,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,27
201112,Office of the Public Sector Integrity Commissioner of Canada,Term,1
201112,Office of the Superintendent of Financial Institutions Canada,Casual,6
201112,Office of the Superintendent of Financial Institutions Canada,Indeterminate,576
201112,Office of the Superintendent of Financial Institutions Canada,Student,3
201112,Office of the Superintendent of Financial Institutions Canada,Term,20
201112,Offices of the information and Privacy Commissioners of Canada,Casual,19
201112,Offices of the information and Privacy Commissioners of Canada,Indeterminate,224
201112,Offices of the information and Privacy Commissioners of Canada,Student,9
201112,Offices of the information and Privacy Commissioners of Canada,Term,12
201112,Parks Canada,Indeterminate,3341
201112,Parks Canada,Student,56
201112,Parks Canada,Term,611
201112,Parole Board of Canada,Casual,23
201112,Parole Board of Canada,Indeterminate,345
201112,Parole Board of Canada,Student,7
201112,Parole Board of Canada,Term,63
201112,Passport Canada,Casual,45
201112,Passport Canada,Indeterminate,2216
201112,Passport Canada,Student,91
201112,Passport Canada,Term,188
201112,Patented Medicine Prices Review Board Canada,Casual,2
201112,Patented Medicine Prices Review Board Canada,Indeterminate,54
201112,Patented Medicine Prices Review Board Canada,Student,1
201112,Patented Medicine Prices Review Board Canada,Term,4
201112,Privy Council Office,Casual,25
201112,Privy Council Office,Indeterminate,815
201112,Privy Council Office,Student,23
201112,Privy Council Office,Term,33
201112,Public Health Agency of Canada,Casual,106
201112,Public Health Agency of Canada,Indeterminate,2366
201112,Public Health Agency of Canada,Student,70
201112,Public Health Agency of Canada,Term,223
201112,Public Prosecution Service of Canada,Casual,14
201112,Public Prosecution Service of Canada,Indeterminate,845
201112,Public Prosecution Service of Canada,Student,6
201112,Public Prosecution Service of Canada,Term,57
201112,Public Safety Canada,Casual,18
201112,Public Safety Canada,Indeterminate,1000
201112,Public Safety Canada,Student,22
201112,Public Safety Canada,Term,33
201112,Public Servants Disclosure Protection Tribunal Canada,Casual,1
201112,Public Servants Disclosure Protection Tribunal Canada,Indeterminate,6
201112,Public Servants Disclosure Protection Tribunal Canada,Student,1
201112,Public Service Commission of Canada,Casual,34
201112,Public Service Commission of Canada,Indeterminate,888
201112,Public Service Commission of Canada,Student,24
201112,Public Service Commission of Canada,Term,26
201112,Public Service Labour Relations Board,Casual,3
201112,Public Service Labour Relations Board,Indeterminate,74
201112,Public Service Labour Relations Board,Student,2
201112,Public Service Labour Relations Board,Term,9
201112,Public Service Staffing Tribunal,Casual,2
201112,Public Service Staffing Tribunal,Indeterminate,27
201112,Public Service Staffing Tribunal,Term,9
201112,Public Services and Procurement Canada,Casual,208
201112,Public Services and Procurement Canada,Indeterminate,12887
201112,Public Services and Procurement Canada,Student,279
201112,Public Services and Procurement Canada,Term,333
201112,RCMP External Review Committee,Indeterminate,4
201112,Registrar of the Supreme Court of Canada,Casual,9
201112,Registrar of the Supreme Court of Canada,Indeterminate,162
201112,Registrar of the Supreme Court of Canada,Student,16
201112,Registrar of the Supreme Court of Canada,Term,36
201112,Registry of the Specific Claims Tribunal of Canada,Casual,1
201112,Registry of the Specific Claims Tribunal of Canada,Indeterminate,8
201112,Registry of the Specific Claims Tribunal of Canada,Student,1
201112,Royal Canadian Mounted Police (Civilian Staff),Casual,104
201112,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5743
201112,Royal Canadian Mounted Police (Civilian Staff),Student,44
201112,Royal Canadian Mounted Police (Civilian Staff),Term,300
201112,Science and Engineering Research Canada,Indeterminate,367
201112,Science and Engineering Research Canada,Student,8
201112,Science and Engineering Research Canada,Term,41
201112,Security Intelligence Review Committee,Indeterminate,18
201112,Social Sciences and Humanities Research Council of Canada,Indeterminate,188
201112,Social Sciences and Humanities Research Council of Canada,Student,1
201112,Social Sciences and Humanities Research Council of Canada,Term,30
201112,Statistical Survey Operations,Indeterminate,650
201112,Statistical Survey Operations,Term,1425
201112,Statistics Canada,Casual,132
201112,Statistics Canada,Indeterminate,5184
201112,Statistics Canada,Student,150
201112,Statistics Canada,Term,330
201112,Status of Women Canada,Casual,5
201112,Status of Women Canada,Indeterminate,74
201112,Status of Women Canada,Student,4
201112,Status of Women Canada,Term,7
201112,The Correctional Investigator Canada,Indeterminate,23
201112,The Correctional Investigator Canada,Student,1
201112,The Correctional Investigator Canada,Term,1
201112,Transport Canada,Casual,86
201112,Transport Canada,Indeterminate,5072
201112,Transport Canada,Student,64
201112,Transport Canada,Term,193
201112,Transportation Appeal Tribunal of Canada,Casual,2
201112,Transportation Appeal Tribunal of Canada,Indeterminate,5
201112,Transportation Appeal Tribunal of Canada,Term,1
201112,Transportation Safety Board of Canada,Casual,3
201112,Transportation Safety Board of Canada,Indeterminate,208
201112,Transportation Safety Board of Canada,Student,1
201112,Transportation Safety Board of Canada,Term,3
201112,Treasury Board of Canada Secretariat,Casual,46
201112,Treasury Board of Canada Secretariat,Indeterminate,1965
201112,Treasury Board of Canada Secretariat,Student,43
201112,Treasury Board of Canada Secretariat,Term,47
201112,Veterans Affairs Canada,Casual,98
201112,Veterans Affairs Canada,Indeterminate,3500
201112,Veterans Affairs Canada,Student,93
201112,Veterans Affairs Canada,Term,232
201112,Western Economic Diversification Canada,Casual,9
201112,Western Economic Diversification Canada,Indeterminate,367
201112,Western Economic Diversification Canada,Student,11
201112,Western Economic Diversification Canada,Term,39
201203,Agriculture and Agri-Food Canada,Casual,235
201203,Agriculture and Agri-Food Canada,Indeterminate,5721
201203,Agriculture and Agri-Food Canada,Student,518
201203,Agriculture and Agri-Food Canada,Term,170
201203,Assisted Human Reproduction Canada,Casual,1
201203,Assisted Human Reproduction Canada,Indeterminate,12
201203,Assisted Human Reproduction Canada,Term,1
201203,Atlantic Canada Opportunities Agency,Casual,9
201203,Atlantic Canada Opportunities Agency,Indeterminate,629
201203,Atlantic Canada Opportunities Agency,Student,24
201203,Atlantic Canada Opportunities Agency,Term,15
201203,Canada Border Services Agency,Casual,244
201203,Canada Border Services Agency,Indeterminate,13849
201203,Canada Border Services Agency,Student,371
201203,Canada Border Services Agency,Term,246
201203,Canada Industrial Relations Board,Indeterminate,80
201203,Canada Industrial Relations Board,Term,9
201203,Canada Revenue Agency,Casual,1
201203,Canada Revenue Agency,Indeterminate,33381
201203,Canada Revenue Agency,Student,558
201203,Canada Revenue Agency,Term,8728
201203,Canada School of Public Service,Casual,121
201203,Canada School of Public Service,Indeterminate,716
201203,Canada School of Public Service,Student,15
201203,Canada School of Public Service,Term,63
201203,Canadian Artists and Producers Professional Relations Tribunal,Indeterminate,6
201203,Canadian Artists and Producers Professional Relations Tribunal,Term,4
201203,Canadian Dairy Commission,Indeterminate,56
201203,Canadian Dairy Commission,Term,7
201203,Canadian Environmental Assessment Agency,Casual,14
201203,Canadian Environmental Assessment Agency,Indeterminate,207
201203,Canadian Environmental Assessment Agency,Student,3
201203,Canadian Environmental Assessment Agency,Term,16
201203,Canadian Food Inspection Agency,Indeterminate,5934
201203,Canadian Food Inspection Agency,Student,71
201203,Canadian Food Inspection Agency,Term,575
201203,Canadian Grain Commission,Casual,11
201203,Canadian Grain Commission,Indeterminate,578
201203,Canadian Grain Commission,Student,3
201203,Canadian Grain Commission,Term,88
201203,Canadian Heritage,Casual,101
201203,Canadian Heritage,Indeterminate,1771
201203,Canadian Heritage,Student,45
201203,Canadian Heritage,Term,64
201203,Canadian Human Rights Commission,Casual,4
201203,Canadian Human Rights Commission,Indeterminate,183
201203,Canadian Human Rights Commission,Student,10
201203,Canadian Human Rights Commission,Term,12
201203,Canadian Institutes of Health Research,Indeterminate,404
201203,Canadian Institutes of Health Research,Term,20
201203,Canadian Intergovernmental Conference Secretariat,Indeterminate,21
201203,Canadian International Trade Tribunal,Indeterminate,66
201203,Canadian International Trade Tribunal,Student,4
201203,Canadian International Trade Tribunal,Term,7
201203,Canadian Nuclear Safety Commission,Indeterminate,827
201203,Canadian Nuclear Safety Commission,Term,37
201203,Canadian Polar Commission,Student,3
201203,Canadian Polar Commission,Term,1
201203,Canadian Radio-television and Telecommunications Commission,Casual,31
201203,Canadian Radio-television and Telecommunications Commission,Indeterminate,391
201203,Canadian Radio-television and Telecommunications Commission,Student,5
201203,Canadian Radio-television and Telecommunications Commission,Term,24
201203,Canadian Space Agency,Casual,13
201203,Canadian Space Agency,Indeterminate,657
201203,Canadian Space Agency,Student,58
201203,Canadian Space Agency,Term,27
201203,Canadian Transportation Agency,Casual,4
201203,Canadian Transportation Agency,Indeterminate,224
201203,Canadian Transportation Agency,Student,11
201203,Canadian Transportation Agency,Term,11
201203,Civilian Review and Complaints Commission for the RCMP,Casual,1
201203,Civilian Review and Complaints Commission for the RCMP,Indeterminate,42
201203,Civilian Review and Complaints Commission for the RCMP,Student,6
201203,Civilian Review and Complaints Commission for the RCMP,Term,6
201203,Communications Security Establishment,Indeterminate,1851
201203,Communications Security Establishment,Term,134
201203,Competition Bureau Canada,Indeterminate,8
201203,Copyright Board Canada,Indeterminate,12
201203,Copyright Board Canada,Term,2
201203,Correctional Service Canada,Casual,446
201203,Correctional Service Canada,Indeterminate,17820
201203,Correctional Service Canada,Student,110
201203,Correctional Service Canada,Term,636
201203,Courts Administration Service,Casual,15
201203,Courts Administration Service,Indeterminate,548
201203,Courts Administration Service,Student,28
201203,Courts Administration Service,Term,69
201203,Department of Finance Canada,Casual,13
201203,Department of Finance Canada,Indeterminate,750
201203,Department of Finance Canada,Student,12
201203,Department of Finance Canada,Term,6
201203,Department of Justice Canada,Casual,109
201203,Department of Justice Canada,Indeterminate,4638
201203,Department of Justice Canada,Student,45
201203,Department of Justice Canada,Term,338
201203,Economic Development Agency of Canada for the Regions of Quebec,Casual,20
201203,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,340
201203,Economic Development Agency of Canada for the Regions of Quebec,Student,15
201203,Economic Development Agency of Canada for the Regions of Quebec,Term,26
201203,Elections Canada,Casual,27
201203,Elections Canada,Indeterminate,359
201203,Elections Canada,Student,21
201203,Elections Canada,Term,121
201203,Employment and Social Development Canada,Casual,634
201203,Employment and Social Development Canada,Indeterminate,19970
201203,Employment and Social Development Canada,Student,509
201203,Employment and Social Development Canada,Term,1643
201203,Environment and Climate Change Canada,Casual,157
201203,Environment and Climate Change Canada,Indeterminate,5973
201203,Environment and Climate Change Canada,Student,448
201203,Environment and Climate Change Canada,Term,184
201203,Farm Products Council of Canada,Indeterminate,16
201203,Federal Economic Development Agency for Southern Ontario,Casual,31
201203,Federal Economic Development Agency for Southern Ontario,Indeterminate,178
201203,Federal Economic Development Agency for Southern Ontario,Student,5
201203,Federal Economic Development Agency for Southern Ontario,Term,11
201203,Federal Judges not part of any department,Indeterminate,1104
201203,Federal Judges not part of any department,Term,1
201203,Financial Consumer Agency of Canada,Casual,7
201203,Financial Consumer Agency of Canada,Indeterminate,55
201203,Financial Consumer Agency of Canada,Student,3
201203,Financial Consumer Agency of Canada,Term,3
201203,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,317
201203,Financial Transactions and Reports Analysis Centre of Canada,Student,19
201203,Financial Transactions and Reports Analysis Centre of Canada,Term,40
201203,Fisheries and Oceans Canada,Casual,605
201203,Fisheries and Oceans Canada,Indeterminate,9415
201203,Fisheries and Oceans Canada,Student,97
201203,Fisheries and Oceans Canada,Term,806
201203,Global Affairs Canada,Casual,173
201203,Global Affairs Canada,Indeterminate,6161
201203,Global Affairs Canada,Student,172
201203,Global Affairs Canada,Term,196
201203,Hazardous Materials Information Review Commission Canada,Casual,3
201203,Hazardous Materials Information Review Commission Canada,Indeterminate,33
201203,Hazardous Materials Information Review Commission Canada,Student,1
201203,Hazardous Materials Information Review Commission Canada,Term,3
201203,Health Canada,Casual,469
201203,Health Canada,Indeterminate,9319
201203,Health Canada,Student,167
201203,Health Canada,Term,623
201203,Human Rights Tribunal of Canada,Indeterminate,17
201203,Human Rights Tribunal of Canada,Student,1
201203,Human Rights Tribunal of Canada,Term,2
201203,Immigration and Refugee Board of Canada,Casual,49
201203,Immigration and Refugee Board of Canada,Indeterminate,842
201203,Immigration and Refugee Board of Canada,Student,8
201203,Immigration and Refugee Board of Canada,Term,161
201203,"Immigration, Refugees and Citizenship Canada",Casual,427
201203,"Immigration, Refugees and Citizenship Canada",Indeterminate,3991
201203,"Immigration, Refugees and Citizenship Canada",Student,91
201203,"Immigration, Refugees and Citizenship Canada",Term,508
201203,Indian Oil and Gas Canada,Casual,1
201203,Indian Oil and Gas Canada,Indeterminate,71
201203,Indian Oil and Gas Canada,Term,7
201203,Indian Residential Schools Truth and Reconciliation Commission,Casual,1
201203,Indian Residential Schools Truth and Reconciliation Commission,Indeterminate,18
201203,Indian Residential Schools Truth and Reconciliation Commission,Term,28
201203,Indigenous and Northern Affairs Canada,Casual,165
